0.1,3200,0,0,0
0.1,3000,0,0,0
0.1,2500,0,0,0
0.1,2780,0,0,0
0.1,2950,0,0,0
0.1,3400,0,1,1
0.2,6990,0,0,0
0.2,7980,0,0,0
0.2,7950,0,0,0
0.2,8150,0,0,0
0.2,7990,0,1,1
0.2,7700,0,0,0
0.2,6980,0,0,0
0.2,6320,0,0,0
0.2,7900,0,0,0
0.3,3290,0,0,0
0.3,3280,0,0,1
0.4,1980,0,1,0
0.4,2600,0,0,0
0.4,2300,0,0,0
0.4,1980,1,0,0
0.4,2200,0,0,0
0.4,2490,0,0,0
0.4,2800,0,0,0
0.4,2180,1,0,0
0.4,1880,0,0,0
0.4,2390,0,0,0
0.4,2100,0,0,0
0.4,2700,0,1,0
0.4,3100,0,0,0
0.4,2400,0,0,0
0.4,2780,0,0,0
0.4,2250,0,0,0
0.4,2480,0,0,0
0.4,2150,0,0,0
0.4,2350,0,0,0
0.4,3200,0,0,0
0.4,1950,0,0,0
0.4,2500,0,0,0
0.4,1900,1,0,0
0.4,1180,0,1,1
0.4,2580,0,0,0
0.4,1780,0,0,0
0.4,1480,0,0,0
0.4,2980,0,0,0
0.5,1980,0,0,0
0.5,3490,0,0,0
0.5,4000,0,0,0
0.5,3400,0,0,0
0.5,3000,0,1,1
0.5,3200,0,0,0
0.5,3550,0,0,0
0.5,2750,0,0,0
0.5,3500,0,0,0
0.5,2150,1,0,0
0.5,1980,1,0,0
0.5,3900,0,0,0
0.5,3690,0,0,0
0.5,2600,0,0,0
0.5,3380,0,0,0
0.5,3350,0,0,0
0.5,3300,0,0,0
0.5,3250,0,0,0
0.5,3630,0,0,0
0.5,2200,0,0,0
0.5,2000,1,0,0
0.5,2500,0,0,0
0.5,2480,0,0,0
0.5,2990,0,0,0
0.5,2400,0,0,0
0.6,8690,0,0,0
0.6,7880,0,0,0
0.6,8990,0,0,0
0.6,7280,0,0,0
0.6,6990,0,0,0
0.6,6900,0,0,0
0.6,6980,0,0,0
0.6,7490,0,0,0
0.6,7980,0,1,1
0.6,7990,0,0,0
0.6,5990,0,0,0
0.6,8450,0,0,0
0.7,6110,0,0,0
0.7,6500,0,0,0
0.7,5900,0,0,1
0.7,6580,0,0,0
0.8,7180,0,0,0
0.8,6980,0,0,1
0.8,6990,0,0,0
0.9,7980,0,0,0
0.9,7860,0,1,1
0.9,4090,0,0,0
0.9,8180,0,0,0
0.9,6480,0,0,0
0.9,5720,0,0,0
0.11,6470,0,0,0
0.11,5400,0,0,0
0.11,6580,1,0,0
0.11,6290,0,0,0
0.11,6500,0,0,0
0.11,4800,0,0,0
0.11,6600,0,0,0
0.11,6300,0,1,0
0.11,6800,0,0,0
0.11,6950,0,0,0
0.11,5680,0,0,0
0.11,5200,0,0,0
0.11,4060,0,0,0
0.11,4680,0,0,0
0.11,6900,0,0,0
0.11,4450,0,0,0
0.11,4400,0,0,0
0.11,4200,0,0,0
0.11,4800,1,0,0
0.11,5000,0,1,1
